Date,Temperature (Celsius)
2024-11-18 5:00:08,25.90
2024-11-18 4:50:08,25.89
2024-11-18 4:40:08,25.89
2024-11-18 4:30:08,25.93
2024-11-18 4:20:08,25.90
2024-11-18 4:10:08,25.98
2024-11-18 4:00:08,25.93
2024-11-18 3:50:08,25.96
2024-11-18 3:40:08,25.95
2024-11-18 3:30:08,26.01
2024-11-18 3:20:08,26.04
2024-11-18 3:10:08,26.02
2024-11-18 3:00:08,26.01
2024-11-18 2:50:08,26.10
2024-11-18 2:40:08,26.08
2024-11-18 2:30:08,26.08
2024-11-18 2:20:08,26.07
2024-11-18 2:10:08,26.07
2024-11-18 2:00:08,26.17
2024-11-18 1:50:08,26.19
2024-11-18 1:40:08,26.20
2024-11-18 1:30:08,26.19
2024-11-18 1:20:08,26.25
2024-11-18 1:10:08,26.22
2024-11-18 1:00:08,26.30
2024-11-18 0:50:08,26.34
2024-11-18 0:40:08,26.39
2024-11-18 0:30:08,26.40
2024-11-18 0:20:08,26.41
2024-11-18 0:10:08,26.41
2024-11-18 0:00:08,26.36
2024-11-17 23:50:08,26.32
2024-11-17 23:40:08,26.30
2024-11-17 23:30:08,26.17
2024-11-17 23:20:08,26.04
2024-11-17 23:10:08,25.92
2024-11-17 23:00:08,26.41
2024-11-17 22:50:08,26.76
2024-11-17 22:40:08,26.72
2024-11-17 22:30:08,26.49
2024-11-17 22:20:08,26.26
2024-11-17 22:10:08,25.84
2024-11-17 22:00:08,25.38
2024-11-17 21:50:08,26.14
2024-11-17 21:40:08,25.85
2024-11-17 21:30:08,25.55
2024-11-17 21:20:08,25.07
2024-11-17 21:10:08,25.46
2024-11-17 21:00:08,26.71
2024-11-17 20:50:08,26.68
2024-11-17 20:40:08,26.54
2024-11-17 20:30:08,26.36
2024-11-17 20:20:08,26.14
2024-11-17 20:10:08,25.75
2024-11-17 20:00:08,25.96
2024-11-17 19:50:08,25.70
2024-11-17 19:40:08,25.30
2024-11-17 19:30:08,24.75
2024-11-17 19:20:08,24.96
2024-11-17 19:10:08,26.03
2024-11-17 19:00:08,25.65
2024-11-17 18:50:08,25.22
2024-11-17 18:40:08,26.41
2024-11-17 18:30:08,26.90
2024-11-17 18:20:08,26.82
2024-11-17 18:10:08,26.76
2024-11-17 18:00:08,26.56
2024-11-17 17:50:08,26.29
2024-11-17 17:40:08,26.02
2024-11-17 17:30:08,26.08
2024-11-17 17:20:08,26.08
2024-11-17 17:10:08,26.15
2024-11-17 17:00:08,26.19
2024-11-17 16:50:08,26.19
2024-11-17 16:40:08,26.19
2024-11-17 16:30:08,26.26
2024-11-17 16:20:08,26.30
2024-11-17 16:10:08,26.32
2024-11-17 16:00:08,26.33
2024-11-17 15:50:08,26.36
2024-11-17 15:40:08,26.35
2024-11-17 15:30:08,26.32
2024-11-17 15:20:08,26.35
2024-11-17 15:10:08,26.39
2024-11-17 15:00:08,26.39
2024-11-17 14:50:08,26.47
2024-11-17 14:40:08,26.52
2024-11-17 14:30:08,26.38
2024-11-17 14:20:08,26.22
2024-11-17 14:10:08,25.88
2024-11-17 14:00:08,25.41
2024-11-17 13:50:08,24.77
2024-11-17 13:40:08,24.60
2024-11-17 13:30:08,24.67
2024-11-17 13:20:08,24.73
2024-11-17 13:10:08,24.79
2024-11-17 13:00:08,24.81
2024-11-17 12:50:08,24.88
2024-11-17 12:40:08,24.89
2024-11-17 12:30:08,24.95
2024-11-17 12:20:08,25.02
2024-11-17 12:10:08,25.11
2024-11-17 12:00:08,25.17
2024-11-17 11:50:08,25.27
2024-11-17 11:40:08,25.38
2024-11-17 11:30:08,25.54
2024-11-17 11:20:08,25.62
2024-11-17 11:10:08,25.51
2024-11-17 11:00:08,26.82
2024-11-17 10:50:08,27.07
2024-11-17 10:40:08,26.90
2024-11-17 10:30:08,26.78
2024-11-17 10:20:08,27.34
2024-11-17 10:10:08,27.34
2024-11-17 10:00:08,27.31
2024-11-17 9:50:08,27.27
2024-11-17 9:40:08,27.24
2024-11-17 9:30:08,27.20
2024-11-17 9:20:08,27.14
2024-11-17 9:10:08,27.15
2024-11-17 9:00:08,27.14
2024-11-17 8:50:08,27.15
2024-11-17 8:40:08,27.19
2024-11-17 8:30:08,27.14
2024-11-17 8:20:08,27.19
2024-11-17 8:10:08,27.20
2024-11-17 8:00:08,27.19
2024-11-17 7:50:08,27.16
2024-11-17 7:40:08,27.13
2024-11-17 7:30:08,27.18
2024-11-17 7:20:08,27.16
2024-11-17 7:10:08,27.16
2024-11-17 7:00:08,27.16
2024-11-17 6:50:08,27.22
2024-11-17 6:40:08,27.22
2024-11-17 6:30:08,27.22
2024-11-17 6:20:08,27.19
2024-11-17 6:10:08,27.22
2024-11-17 6:00:08,27.23
2024-11-17 5:50:08,27.26
2024-11-17 5:40:08,27.25
2024-11-17 5:30:08,27.24
2024-11-17 5:20:08,27.26
2024-11-17 5:10:08,27.24
2024-11-17 5:00:08,27.29
2024-11-17 4:50:08,27.21
2024-11-17 4:40:08,27.23
2024-11-17 4:30:08,27.22
2024-11-17 4:20:08,27.23
2024-11-17 4:10:08,27.26
2024-11-17 4:00:08,27.24
2024-11-17 3:50:08,27.26
2024-11-17 3:40:08,27.23
2024-11-17 3:30:08,27.25
2024-11-17 3:20:08,27.25
2024-11-17 3:10:08,27.27
2024-11-17 3:00:08,27.27
2024-11-17 2:50:08,27.28
2024-11-17 2:40:08,27.26
2024-11-17 2:30:08,27.26
2024-11-17 2:20:08,27.24
2024-11-17 2:10:08,27.24
2024-11-17 2:00:08,27.25
2024-11-17 1:50:08,27.23
2024-11-17 1:40:08,27.22
2024-11-17 1:30:08,27.17
2024-11-17 1:20:08,27.21
2024-11-17 1:10:08,27.14
2024-11-17 1:00:08,27.10
2024-11-17 0:50:08,27.04
2024-11-17 0:40:08,27.03
2024-11-17 0:30:08,27.05
2024-11-17 0:20:08,27.00
2024-11-17 0:10:08,26.96
2024-11-17 0:00:08,26.90
2024-11-16 23:50:08,26.87
2024-11-16 23:40:08,26.82
2024-11-16 23:30:08,26.82
2024-11-16 23:20:08,26.77
2024-11-16 23:10:08,26.71
2024-11-16 23:00:08,26.59
2024-11-16 22:50:08,26.51
2024-11-16 22:40:08,26.41
2024-11-16 22:30:08,26.34
2024-11-16 22:20:08,26.28
2024-11-16 22:10:08,26.32
2024-11-16 22:00:08,26.09
2024-11-16 21:50:08,25.64
2024-11-16 21:40:08,25.22
2024-11-16 21:30:08,25.15
2024-11-16 21:20:08,24.61
2024-11-16 21:10:08,24.92
2024-11-16 21:00:08,26.00
2024-11-16 20:50:08,25.82
2024-11-16 20:40:08,25.62
2024-11-16 20:30:08,25.68
2024-11-16 20:20:08,25.22
2024-11-16 20:10:08,25.79
2024-11-16 20:00:08,27.24
2024-11-16 19:50:08,27.34
2024-11-16 19:40:08,27.28
2024-11-16 19:30:08,27.15
2024-11-16 19:20:08,27.03
2024-11-16 19:10:08,26.83
2024-11-16 19:00:08,26.60
2024-11-16 18:50:08,26.30
2024-11-16 18:40:08,25.72
2024-11-16 18:30:09,24.98
2024-11-16 18:20:08,24.08
2024-11-16 18:10:08,24.49
2024-11-16 18:00:08,25.07
2024-11-16 17:50:08,24.52
2024-11-16 17:40:08,24.74
2024-11-16 17:30:08,25.17
2024-11-16 17:20:08,24.80
2024-11-16 17:10:08,25.02
2024-11-16 17:00:08,24.92
2024-11-16 16:50:08,24.82
2024-11-16 16:40:08,25.18
2024-11-16 16:30:08,24.90
2024-11-16 16:20:08,25.12
2024-11-16 16:10:08,25.16
2024-11-16 16:00:08,25.00
2024-11-16 15:50:08,25.35
2024-11-16 15:40:08,25.30
2024-11-16 15:30:08,25.34
2024-11-16 15:20:08,25.77
2024-11-16 15:10:08,26.55
2024-11-16 15:00:08,26.80
2024-11-16 14:50:08,27.41
2024-11-16 14:40:08,27.28
2024-11-16 14:30:08,27.01
2024-11-16 14:20:08,26.91
2024-11-16 14:10:08,27.33
2024-11-16 14:00:08,27.22
2024-11-16 13:50:08,27.47
2024-11-16 13:40:08,27.51
2024-11-16 13:30:08,27.39
2024-11-16 13:20:08,27.29
2024-11-16 13:10:08,27.76
2024-11-16 13:00:08,27.74
2024-11-16 12:50:08,27.70
2024-11-16 12:40:08,27.67
2024-11-16 12:30:08,27.70
2024-11-16 12:20:08,27.67
2024-11-16 12:10:08,27.62
2024-11-16 12:00:08,27.61
2024-11-16 11:50:08,27.58
2024-11-16 11:40:08,27.60
2024-11-16 11:30:08,27.56
2024-11-16 11:20:08,27.56
2024-11-16 11:10:08,27.54
2024-11-16 11:00:08,27.53
2024-11-16 10:50:08,27.45
2024-11-16 10:40:08,27.48
2024-11-16 10:30:08,27.46
2024-11-16 10:20:08,27.49
2024-11-16 10:10:08,27.45
2024-11-16 10:00:08,27.41
2024-11-16 9:50:08,27.43
2024-11-16 9:40:08,27.42
2024-11-16 9:30:08,27.36
2024-11-16 9:20:08,27.35
2024-11-16 9:10:08,27.32
2024-11-16 9:00:08,27.23
2024-11-16 8:50:08,27.19
2024-11-16 8:40:08,27.22
2024-11-16 8:30:08,27.19
2024-11-16 8:20:08,27.20
2024-11-16 8:10:08,27.16
2024-11-16 8:00:08,27.15
2024-11-16 7:50:08,27.14
2024-11-16 7:40:08,27.15
2024-11-16 7:30:08,27.12
2024-11-16 7:20:08,27.09
2024-11-16 7:10:08,27.06
2024-11-16 7:00:08,27.14
2024-11-16 6:50:08,27.08
2024-11-16 6:40:08,27.11
2024-11-16 6:30:08,27.09
2024-11-16 6:20:08,27.06
2024-11-16 6:10:08,27.07
2024-11-16 6:00:08,27.06
2024-11-16 5:50:08,27.02
2024-11-16 5:40:08,26.98
2024-11-16 5:30:08,26.96
2024-11-16 5:20:08,26.97
2024-11-16 5:10:08,27.03
2024-11-16 5:00:08,26.98
2024-11-16 4:50:08,26.99
2024-11-16 4:40:08,26.99
2024-11-16 4:30:08,26.95
2024-11-16 4:20:08,26.95
2024-11-16 4:10:08,26.92
2024-11-16 4:00:08,26.92
2024-11-16 3:50:08,26.88
2024-11-16 3:40:08,26.90
2024-11-16 3:30:08,26.87
2024-11-16 3:20:08,26.83
2024-11-16 3:10:08,26.81
2024-11-16 3:00:08,26.82
2024-11-16 2:50:08,26.83
2024-11-16 2:40:08,26.82
2024-11-16 2:30:08,26.79
2024-11-16 2:20:08,26.72
2024-11-16 2:10:08,26.73
2024-11-16 2:00:08,26.69
2024-11-16 1:50:08,26.71
2024-11-16 1:40:08,26.62
2024-11-16 1:30:08,26.54
2024-11-16 1:20:08,26.49
2024-11-16 1:10:08,26.41
2024-11-16 1:00:08,26.42
2024-11-16 0:50:08,26.32
2024-11-16 0:40:08,26.23
2024-11-16 0:30:08,26.13
2024-11-16 0:20:08,25.98
2024-11-16 0:10:08,25.73
2024-11-16 0:00:08,25.41
2024-11-15 23:50:08,25.00
2024-11-15 23:40:08,24.45
2024-11-15 23:30:08,24.56
2024-11-15 23:20:08,25.63
2024-11-15 23:10:08,25.21
2024-11-15 23:00:09,24.76
2024-11-15 22:50:08,24.57
2024-11-15 22:40:08,25.80
2024-11-15 22:30:08,26.48
2024-11-15 22:20:08,26.47
2024-11-15 22:10:08,26.46
2024-11-15 22:00:08,26.49
2024-11-15 21:50:08,26.46
2024-11-15 21:40:08,26.43
2024-11-15 21:30:08,26.40
2024-11-15 21:20:08,26.41
2024-11-15 21:10:08,26.45
2024-11-15 21:00:08,26.45
2024-11-15 20:50:08,26.37
2024-11-15 20:40:08,26.38
2024-11-15 20:30:08,26.37
2024-11-15 20:20:08,26.40
2024-11-15 20:10:08,26.35
2024-11-15 20:00:08,26.33
2024-11-15 19:50:08,26.32
2024-11-15 19:40:08,26.31
2024-11-15 19:30:08,26.28
2024-11-15 19:20:08,26.26
2024-11-15 19:10:08,26.26
2024-11-15 19:00:08,26.22
2024-11-15 18:50:08,26.26
2024-11-15 18:40:08,26.23
2024-11-15 18:30:08,26.22
2024-11-15 18:20:08,26.21
2024-11-15 18:10:08,26.19
2024-11-15 17:59:41,26.22
2024-11-15 17:49:41,26.06
2024-11-15 17:39:41,25.90
2024-11-15 17:29:41,25.52
2024-11-15 17:19:41,24.83
2024-11-15 17:09:41,23.87
2024-11-15 16:59:41,23.75
2024-11-15 16:49:41,23.84
2024-11-15 16:39:41,23.74
2024-11-15 16:29:41,23.80
2024-11-15 16:19:41,23.63
2024-11-15 16:09:41,23.67
2024-11-15 15:59:41,23.49
2024-11-15 15:49:41,23.58
2024-11-15 15:39:41,23.43
2024-11-15 15:29:41,23.64
2024-11-15 15:19:41,23.51
2024-11-15 15:09:41,23.68
2024-11-15 14:59:41,23.41
2024-11-15 14:49:41,23.74
2024-11-15 14:39:41,23.56
2024-11-15 14:29:41,24.13
2024-11-15 14:19:41,24.60
2024-11-15 14:09:41,25.16
2024-11-15 13:59:41,26.60
2024-11-15 13:49:41,27.27
2024-11-15 13:39:41,27.18
2024-11-15 13:29:41,27.00
2024-11-15 13:19:41,26.78
2024-11-15 13:09:41,26.40
2024-11-15 12:59:41,25.83
2024-11-15 12:49:41,25.47
2024-11-15 12:39:41,25.83
2024-11-15 12:29:41,25.67
2024-11-15 12:19:41,26.59
2024-11-15 12:09:41,26.82
2024-11-15 11:59:41,26.76
2024-11-15 11:49:41,26.72
2024-11-15 11:39:41,26.63
2024-11-15 11:29:41,26.56
2024-11-15 11:19:41,26.51
2024-11-15 11:09:41,26.43
2024-11-15 10:59:41,26.40
2024-11-15 10:49:41,26.41
2024-11-15 10:39:41,26.39
2024-11-15 10:29:41,26.34
2024-11-15 10:19:41,26.36
2024-11-15 10:09:41,26.31
2024-11-15 9:59:41,26.30
2024-11-15 9:49:41,26.28
2024-11-15 9:39:41,26.21
2024-11-15 9:29:41,26.17
2024-11-15 9:19:41,26.11
2024-11-15 9:09:41,26.07
2024-11-15 8:59:41,26.02
2024-11-15 8:49:41,25.95
2024-11-15 8:39:41,25.90
2024-11-15 8:29:41,25.98
2024-11-15 8:19:41,25.95
2024-11-15 8:09:41,25.93
2024-11-15 7:59:41,25.90
2024-11-15 7:49:41,25.87
2024-11-15 7:39:41,25.89
2024-11-15 7:29:41,25.87
2024-11-15 7:19:41,25.85
2024-11-15 7:09:41,25.86
2024-11-15 6:59:41,25.82
2024-11-15 6:49:41,25.81
2024-11-15 6:39:41,25.83
2024-11-15 6:29:41,25.80
2024-11-15 6:19:41,25.78
2024-11-15 6:09:41,25.77
2024-11-15 5:59:41,25.76
2024-11-15 5:49:41,25.76
2024-11-15 5:39:41,25.74
2024-11-15 5:29:41,25.72
2024-11-15 5:19:41,25.73
2024-11-15 5:09:41,25.76
2024-11-15 4:59:41,25.73
2024-11-15 4:49:41,25.73
2024-11-15 4:39:41,25.75
2024-11-15 4:29:41,25.77
2024-11-15 4:19:41,25.77
2024-11-15 4:09:41,25.78
2024-11-15 3:59:41,25.76
2024-11-15 3:49:41,25.77
2024-11-15 3:39:41,25.73
2024-11-15 3:29:41,25.66
2024-11-15 3:19:41,25.37
2024-11-15 3:09:41,25.40
2024-11-15 2:59:41,25.56
2024-11-15 2:49:41,25.45
2024-11-15 2:39:41,25.33
2024-11-15 2:29:41,25.23
2024-11-15 2:19:41,25.06
2024-11-15 2:09:41,24.84
2024-11-15 1:59:41,24.68
2024-11-15 1:49:41,24.52
2024-11-15 1:39:41,24.20
2024-11-15 1:29:42,23.76
2024-11-15 1:19:41,23.98
2024-11-15 1:09:41,24.00
2024-11-15 0:59:41,23.96
2024-11-15 0:49:41,23.95
2024-11-15 0:39:41,24.05
