Date,Humidity (%)
2024-11-19 8:50:08,58.00
2024-11-19 8:40:08,58.00
2024-11-19 8:30:08,59.00
2024-11-19 8:20:08,59.00
2024-11-19 8:10:08,60.00
2024-11-19 8:00:08,60.00
2024-11-19 7:50:08,61.00
2024-11-19 7:40:08,61.00
2024-11-19 7:30:08,62.00
2024-11-19 7:20:08,62.00
2024-11-19 7:10:08,62.00
2024-11-19 7:00:08,58.00
2024-11-19 6:50:08,57.00
2024-11-19 6:40:08,55.00
2024-11-19 6:30:08,55.00
2024-11-19 6:20:08,55.00
2024-11-19 6:10:08,55.00
2024-11-19 6:00:08,55.00
2024-11-19 5:50:08,55.00
2024-11-19 5:40:08,55.00
2024-11-19 5:30:08,55.00
2024-11-19 5:20:08,55.00
2024-11-19 5:10:08,55.00
2024-11-19 5:00:08,55.00
2024-11-19 4:50:08,55.00
2024-11-19 4:40:08,55.00
2024-11-19 4:30:08,55.00
2024-11-19 4:20:08,55.00
2024-11-19 4:10:08,55.00
2024-11-19 4:00:08,55.00
2024-11-19 3:50:08,55.00
2024-11-19 3:40:08,55.00
2024-11-19 3:30:08,55.00
2024-11-19 3:20:08,56.00
2024-11-19 3:10:08,56.00
2024-11-19 3:00:08,56.00
2024-11-19 2:50:08,56.00
2024-11-19 2:40:08,56.00
2024-11-19 2:30:08,56.00
2024-11-19 2:20:08,57.00
2024-11-19 2:10:08,57.00
2024-11-19 2:00:08,57.00
2024-11-19 1:50:08,57.00
2024-11-19 1:40:08,57.00
2024-11-19 1:30:08,57.00
2024-11-19 1:20:08,57.00
2024-11-19 1:10:08,58.00
2024-11-19 1:00:08,57.00
2024-11-19 0:50:08,56.00
2024-11-19 0:40:08,53.00
2024-11-19 0:30:08,52.00
2024-11-19 0:20:08,52.00
2024-11-19 0:10:08,52.00
2024-11-19 0:00:08,52.00
2024-11-18 23:50:08,52.00
2024-11-18 23:40:08,51.00
2024-11-18 23:30:08,54.00
2024-11-18 23:20:08,52.00
2024-11-18 23:10:08,51.00
2024-11-18 23:00:08,51.00
2024-11-18 22:50:08,51.00
2024-11-18 22:40:08,51.00
2024-11-18 22:30:08,51.00
2024-11-18 22:20:08,51.00
2024-11-18 22:10:08,51.00
2024-11-18 22:00:08,52.00
2024-11-18 21:50:08,52.00
2024-11-18 21:40:08,51.00
2024-11-18 21:30:08,52.00
2024-11-18 21:20:08,47.00
2024-11-18 21:10:08,46.00
2024-11-18 21:00:08,46.00
2024-11-18 20:50:08,46.00
2024-11-18 20:40:08,45.00
2024-11-18 20:30:08,45.00
2024-11-18 20:20:08,47.00
2024-11-18 20:10:08,53.00
2024-11-18 20:00:08,49.00
2024-11-18 19:50:08,44.00
2024-11-18 19:40:08,52.00
2024-11-18 19:30:08,55.00
2024-11-18 19:20:08,52.00
2024-11-18 19:10:08,45.00
2024-11-18 19:00:08,48.00
2024-11-18 18:50:08,48.00
2024-11-18 18:40:08,49.00
2024-11-18 18:30:08,45.00
2024-11-18 18:20:08,47.00
2024-11-18 18:10:08,45.00
2024-11-18 18:00:08,43.00
2024-11-18 17:50:08,46.00
2024-11-18 17:40:08,46.00
2024-11-18 17:30:08,45.00
2024-11-18 17:20:08,45.00
2024-11-18 17:10:08,44.00
2024-11-18 17:00:08,44.00
2024-11-18 16:50:08,44.00
2024-11-18 16:40:08,44.00
2024-11-18 16:30:09,43.00
2024-11-18 16:20:08,50.00
2024-11-18 16:10:08,43.00
2024-11-18 16:00:08,46.00
2024-11-18 15:50:08,50.00
2024-11-18 15:40:08,42.00
2024-11-18 15:30:08,46.00
2024-11-18 15:20:08,44.00
2024-11-18 15:10:08,47.00
2024-11-18 15:00:08,55.00
2024-11-18 14:50:08,58.00
2024-11-18 14:40:08,56.00
2024-11-18 14:30:08,51.00
2024-11-18 14:20:08,50.00
2024-11-18 14:10:08,52.00
2024-11-18 14:00:08,53.00
2024-11-18 13:50:08,53.00
2024-11-18 13:40:08,53.00
2024-11-18 13:30:09,54.00
2024-11-18 13:20:08,55.00
2024-11-18 13:10:08,56.00
2024-11-18 13:00:08,57.00
2024-11-18 12:50:08,56.00
2024-11-18 12:40:08,57.00
2024-11-18 12:30:08,57.00
2024-11-18 12:20:08,57.00
2024-11-18 12:10:08,58.00
2024-11-18 12:00:08,58.00
2024-11-18 11:50:08,59.00
2024-11-18 11:40:08,59.00
2024-11-18 11:30:08,59.00
2024-11-18 11:20:08,60.00
2024-11-18 11:10:08,58.00
2024-11-18 11:00:08,54.00
2024-11-18 10:50:08,50.00
2024-11-18 10:40:08,62.00
2024-11-18 10:30:08,64.00
2024-11-18 10:20:08,61.00
2024-11-18 10:10:08,58.00
2024-11-18 10:00:08,57.00
2024-11-18 9:50:08,53.00
2024-11-18 9:40:08,53.00
2024-11-18 9:30:08,52.00
2024-11-18 9:20:08,52.00
2024-11-18 9:10:08,52.00
2024-11-18 9:00:08,52.00
2024-11-18 8:50:08,52.00
2024-11-18 8:40:08,52.00
2024-11-18 8:30:08,53.00
2024-11-18 8:20:08,53.00
2024-11-18 8:10:08,53.00
2024-11-18 8:00:08,53.00
2024-11-18 7:50:08,53.00
2024-11-18 7:40:08,53.00
2024-11-18 7:30:08,53.00
2024-11-18 7:20:08,53.00
2024-11-18 7:10:08,53.00
2024-11-18 7:00:08,53.00
2024-11-18 6:50:08,53.00
2024-11-18 6:40:08,53.00
2024-11-18 6:30:08,53.00
2024-11-18 6:20:08,53.00
2024-11-18 6:10:08,53.00
2024-11-18 6:00:08,53.00
2024-11-18 5:50:08,53.00
2024-11-18 5:40:08,53.00
2024-11-18 5:30:08,53.00
2024-11-18 5:20:08,53.00
2024-11-18 5:10:08,53.00
2024-11-18 5:00:08,53.00
2024-11-18 4:50:08,53.00
2024-11-18 4:40:08,53.00
2024-11-18 4:30:08,53.00
2024-11-18 4:20:08,53.00
2024-11-18 4:10:08,53.00
2024-11-18 4:00:08,53.00
2024-11-18 3:50:08,54.00
2024-11-18 3:40:08,54.00
2024-11-18 3:30:08,54.00
2024-11-18 3:20:08,54.00
2024-11-18 3:10:08,54.00
2024-11-18 3:00:08,54.00
2024-11-18 2:50:08,54.00
2024-11-18 2:40:08,54.00
2024-11-18 2:30:08,54.00
2024-11-18 2:20:08,54.00
2024-11-18 2:10:08,54.00
2024-11-18 2:00:08,54.00
2024-11-18 1:50:08,54.00
2024-11-18 1:40:08,55.00
2024-11-18 1:30:08,55.00
2024-11-18 1:20:08,55.00
2024-11-18 1:10:08,55.00
2024-11-18 1:00:08,55.00
2024-11-18 0:50:08,55.00
2024-11-18 0:40:08,55.00
2024-11-18 0:30:08,55.00
2024-11-18 0:20:08,55.00
2024-11-18 0:10:08,55.00
2024-11-18 0:00:08,56.00
2024-11-17 23:50:08,56.00
2024-11-17 23:40:08,56.00
2024-11-17 23:30:08,57.00
2024-11-17 23:20:08,57.00
2024-11-17 23:10:08,54.00
2024-11-17 23:00:08,48.00
2024-11-17 22:50:08,50.00
2024-11-17 22:40:08,50.00
2024-11-17 22:30:08,50.00
2024-11-17 22:20:08,50.00
2024-11-17 22:10:08,50.00
2024-11-17 22:00:08,50.00
2024-11-17 21:50:08,55.00
2024-11-17 21:40:08,55.00
2024-11-17 21:30:08,54.00
2024-11-17 21:20:08,51.00
2024-11-17 21:10:08,46.00
2024-11-17 21:00:08,53.00
2024-11-17 20:50:08,52.00
2024-11-17 20:40:08,52.00
2024-11-17 20:30:08,52.00
2024-11-17 20:20:08,52.00
2024-11-17 20:10:08,52.00
2024-11-17 20:00:08,56.00
2024-11-17 19:50:08,56.00
2024-11-17 19:40:08,54.00
2024-11-17 19:30:08,51.00
2024-11-17 19:20:08,47.00
2024-11-17 19:10:08,56.00
2024-11-17 19:00:08,54.00
2024-11-17 18:50:08,49.00
2024-11-17 18:40:08,49.00
2024-11-17 18:30:08,54.00
2024-11-17 18:20:08,53.00
2024-11-17 18:10:08,54.00
2024-11-17 18:00:08,53.00
2024-11-17 17:50:08,54.00
2024-11-17 17:40:08,53.00
2024-11-17 17:30:08,54.00
2024-11-17 17:20:08,54.00
2024-11-17 17:10:08,54.00
2024-11-17 17:00:08,54.00
2024-11-17 16:50:08,54.00
2024-11-17 16:40:08,54.00
2024-11-17 16:30:08,54.00
2024-11-17 16:20:08,54.00
2024-11-17 16:10:08,55.00
2024-11-17 16:00:08,56.00
2024-11-17 15:50:08,56.00
2024-11-17 15:40:08,56.00
2024-11-17 15:30:08,56.00
2024-11-17 15:20:08,56.00
2024-11-17 15:10:08,57.00
2024-11-17 15:00:08,57.00
2024-11-17 14:50:08,57.00
2024-11-17 14:40:08,58.00
2024-11-17 14:30:08,58.00
2024-11-17 14:20:08,59.00
2024-11-17 14:10:08,60.00
2024-11-17 14:00:08,59.00
2024-11-17 13:50:08,60.00
2024-11-17 13:40:08,61.00
2024-11-17 13:30:08,60.00
2024-11-17 13:20:08,60.00
2024-11-17 13:10:08,60.00
2024-11-17 13:00:08,60.00
2024-11-17 12:50:08,60.00
2024-11-17 12:40:08,59.00
2024-11-17 12:30:08,59.00
2024-11-17 12:20:08,58.00
2024-11-17 12:10:08,58.00
2024-11-17 12:00:08,58.00
2024-11-17 11:50:08,57.00
2024-11-17 11:40:08,57.00
2024-11-17 11:30:08,57.00
2024-11-17 11:20:08,56.00
2024-11-17 11:10:08,50.00
2024-11-17 11:00:08,57.00
2024-11-17 10:50:08,64.00
2024-11-17 10:40:08,64.00
2024-11-17 10:30:08,59.00
2024-11-17 10:20:08,57.00
2024-11-17 10:10:08,56.00
2024-11-17 10:00:08,55.00
2024-11-17 9:50:08,54.00
2024-11-17 9:40:08,54.00
2024-11-17 9:30:08,54.00
2024-11-17 9:20:08,54.00
2024-11-17 9:10:08,54.00
2024-11-17 9:00:08,54.00
2024-11-17 8:50:08,54.00
2024-11-17 8:40:08,54.00
2024-11-17 8:30:08,54.00
2024-11-17 8:20:08,54.00
2024-11-17 8:10:08,53.00
2024-11-17 8:00:08,53.00
2024-11-17 7:50:08,53.00
2024-11-17 7:40:08,53.00
2024-11-17 7:30:08,53.00
2024-11-17 7:20:08,53.00
2024-11-17 7:10:08,53.00
2024-11-17 7:00:08,53.00
2024-11-17 6:50:08,53.00
2024-11-17 6:40:08,53.00
2024-11-17 6:30:08,53.00
2024-11-17 6:20:08,53.00
2024-11-17 6:10:08,53.00
2024-11-17 6:00:08,53.00
2024-11-17 5:50:08,54.00
2024-11-17 5:40:08,54.00
2024-11-17 5:30:08,54.00
2024-11-17 5:20:08,54.00
2024-11-17 5:10:08,54.00
2024-11-17 5:00:08,55.00
2024-11-17 4:50:08,55.00
2024-11-17 4:40:08,55.00
2024-11-17 4:30:08,55.00
2024-11-17 4:20:08,56.00
2024-11-17 4:10:08,56.00
2024-11-17 4:00:08,56.00
2024-11-17 3:50:08,56.00
2024-11-17 3:40:08,56.00
2024-11-17 3:30:08,56.00
2024-11-17 3:20:08,56.00
2024-11-17 3:10:08,56.00
2024-11-17 3:00:08,56.00
2024-11-17 2:50:08,56.00
2024-11-17 2:40:08,56.00
2024-11-17 2:30:08,56.00
2024-11-17 2:20:08,56.00
2024-11-17 2:10:08,56.00
2024-11-17 2:00:08,56.00
2024-11-17 1:50:08,56.00
2024-11-17 1:40:08,56.00
2024-11-17 1:30:08,55.00
2024-11-17 1:20:08,55.00
2024-11-17 1:10:08,55.00
2024-11-17 1:00:08,55.00
2024-11-17 0:50:08,55.00
2024-11-17 0:40:08,55.00
2024-11-17 0:30:08,55.00
2024-11-17 0:20:08,55.00
2024-11-17 0:10:08,55.00
2024-11-17 0:00:08,55.00
2024-11-16 23:50:08,55.00
2024-11-16 23:40:08,54.00
2024-11-16 23:30:08,54.00
2024-11-16 23:20:08,54.00
2024-11-16 23:10:08,54.00
2024-11-16 23:00:08,54.00
2024-11-16 22:50:08,54.00
2024-11-16 22:40:08,54.00
2024-11-16 22:30:08,54.00
2024-11-16 22:20:08,53.00
2024-11-16 22:10:08,51.00
2024-11-16 22:00:08,48.00
2024-11-16 21:50:08,48.00
2024-11-16 21:40:08,48.00
2024-11-16 21:30:08,50.00
2024-11-16 21:20:08,44.00
2024-11-16 21:10:08,42.00
2024-11-16 21:00:08,46.00
2024-11-16 20:50:08,48.00
2024-11-16 20:40:08,46.00
2024-11-16 20:30:08,50.00
2024-11-16 20:20:08,43.00
2024-11-16 20:10:08,42.00
2024-11-16 20:00:08,46.00
2024-11-16 19:50:08,47.00
2024-11-16 19:40:08,46.00
2024-11-16 19:30:08,46.00
2024-11-16 19:20:08,45.00
2024-11-16 19:10:08,45.00
2024-11-16 19:00:08,44.00
2024-11-16 18:50:08,43.00
2024-11-16 18:40:08,43.00
2024-11-16 18:30:09,42.00
2024-11-16 18:20:08,41.00
2024-11-16 18:10:08,43.00
2024-11-16 18:00:08,48.00
2024-11-16 17:50:08,43.00
2024-11-16 17:40:08,40.00
2024-11-16 17:30:08,44.00
2024-11-16 17:20:08,40.00
2024-11-16 17:10:08,43.00
2024-11-16 17:00:08,44.00
2024-11-16 16:50:08,41.00
2024-11-16 16:40:08,44.00
2024-11-16 16:30:08,41.00
2024-11-16 16:20:08,44.00
2024-11-16 16:10:08,47.00
2024-11-16 16:00:08,44.00
2024-11-16 15:50:08,47.00
2024-11-16 15:40:08,47.00
2024-11-16 15:30:08,49.00
2024-11-16 15:20:08,53.00
2024-11-16 15:10:08,60.00
2024-11-16 15:00:08,65.00
2024-11-16 14:50:08,68.00
2024-11-16 14:40:08,69.00
2024-11-16 14:30:08,67.00
2024-11-16 14:20:08,61.00
2024-11-16 14:10:08,64.00
2024-11-16 14:00:08,62.00
2024-11-16 13:50:08,56.00
2024-11-16 13:40:08,58.00
2024-11-16 13:30:08,58.00
2024-11-16 13:20:08,58.00
2024-11-16 13:10:08,57.00
2024-11-16 13:00:08,57.00
2024-11-16 12:50:08,57.00
2024-11-16 12:40:08,57.00
2024-11-16 12:30:08,57.00
2024-11-16 12:20:08,57.00
2024-11-16 12:10:08,57.00
2024-11-16 12:00:08,57.00
2024-11-16 11:50:08,57.00
2024-11-16 11:40:08,56.00
2024-11-16 11:30:08,57.00
2024-11-16 11:20:08,56.00
2024-11-16 11:10:08,56.00
2024-11-16 11:00:08,56.00
2024-11-16 10:50:08,56.00
2024-11-16 10:40:08,56.00
2024-11-16 10:30:08,56.00
2024-11-16 10:20:08,56.00
2024-11-16 10:10:08,56.00
2024-11-16 10:00:08,56.00
2024-11-16 9:50:08,56.00
2024-11-16 9:40:08,56.00
2024-11-16 9:30:08,56.00
2024-11-16 9:20:08,57.00
2024-11-16 9:10:08,57.00
2024-11-16 9:00:08,56.00
2024-11-16 8:50:08,56.00
2024-11-16 8:40:08,56.00
2024-11-16 8:30:08,56.00
2024-11-16 8:20:08,56.00
2024-11-16 8:10:08,56.00
2024-11-16 8:00:08,56.00
2024-11-16 7:50:08,56.00
2024-11-16 7:40:08,56.00
2024-11-16 7:30:08,56.00
2024-11-16 7:20:08,56.00
2024-11-16 7:10:08,56.00
2024-11-16 7:00:08,56.00
2024-11-16 6:50:08,56.00
2024-11-16 6:40:08,55.00
2024-11-16 6:30:08,55.00
2024-11-16 6:20:08,55.00
2024-11-16 6:10:08,55.00
2024-11-16 6:00:08,55.00
2024-11-16 5:50:08,55.00
2024-11-16 5:40:08,55.00
2024-11-16 5:30:08,55.00
2024-11-16 5:20:08,55.00
2024-11-16 5:10:08,55.00
2024-11-16 5:00:08,55.00
2024-11-16 4:50:08,55.00
2024-11-16 4:40:08,55.00
2024-11-16 4:30:08,55.00
2024-11-16 4:20:08,55.00
2024-11-16 4:10:08,55.00
2024-11-16 4:00:08,55.00
2024-11-16 3:50:08,54.00
2024-11-16 3:40:08,54.00
2024-11-16 3:30:08,54.00
2024-11-16 3:20:08,54.00
2024-11-16 3:10:08,54.00
2024-11-16 3:00:08,54.00
2024-11-16 2:50:08,54.00
2024-11-16 2:40:08,54.00
2024-11-16 2:30:08,55.00
2024-11-16 2:20:08,55.00
2024-11-16 2:10:08,55.00
2024-11-16 2:00:08,55.00
2024-11-16 1:50:08,55.00
2024-11-16 1:40:08,55.00
2024-11-16 1:30:08,55.00
2024-11-16 1:20:08,55.00
2024-11-16 1:10:08,55.00
2024-11-16 1:00:08,55.00
2024-11-16 0:50:08,55.00
2024-11-16 0:40:08,55.00
2024-11-16 0:30:08,55.00
2024-11-16 0:20:08,56.00
2024-11-16 0:10:08,56.00
2024-11-16 0:00:08,56.00
2024-11-15 23:50:08,55.00
2024-11-15 23:40:08,50.00
2024-11-15 23:30:08,44.00
2024-11-15 23:20:08,53.00
2024-11-15 23:10:08,53.00
2024-11-15 23:00:09,49.00
2024-11-15 22:50:08,42.00
2024-11-15 22:40:08,46.00
2024-11-15 22:30:08,49.00
2024-11-15 22:20:08,48.00
2024-11-15 22:10:08,48.00
2024-11-15 22:00:08,48.00
2024-11-15 21:50:08,48.00
2024-11-15 21:40:08,47.00
2024-11-15 21:30:08,47.00
2024-11-15 21:20:08,47.00
2024-11-15 21:10:08,47.00
2024-11-15 21:00:08,47.00
2024-11-15 20:50:08,46.00
2024-11-15 20:40:08,46.00
2024-11-15 20:30:08,46.00
2024-11-15 20:20:08,46.00
2024-11-15 20:10:08,46.00
2024-11-15 20:00:08,45.00
2024-11-15 19:50:08,45.00
2024-11-15 19:40:08,45.00
2024-11-15 19:30:08,45.00
2024-11-15 19:20:08,44.00
2024-11-15 19:10:08,44.00
2024-11-15 19:00:08,44.00
2024-11-15 18:50:08,43.00
2024-11-15 18:40:08,43.00
2024-11-15 18:30:08,42.00
2024-11-15 18:20:08,42.00
2024-11-15 18:10:08,41.00
2024-11-15 17:59:41,40.00
2024-11-15 17:49:41,40.00
2024-11-15 17:39:41,39.00
2024-11-15 17:29:41,38.00
2024-11-15 17:19:41,38.00
2024-11-15 17:09:41,38.00
2024-11-15 16:59:41,35.00
2024-11-15 16:49:41,38.00
2024-11-15 16:39:41,36.00
2024-11-15 16:29:41,39.00
2024-11-15 16:19:41,36.00
2024-11-15 16:09:41,39.00
2024-11-15 15:59:41,37.00
2024-11-15 15:49:41,39.00
2024-11-15 15:39:41,38.00
2024-11-15 15:29:41,40.00
2024-11-15 15:19:41,38.00
2024-11-15 15:09:41,41.00
2024-11-15 14:59:41,40.00
2024-11-15 14:49:41,42.00
2024-11-15 14:39:41,38.00
2024-11-15 14:29:41,40.00
2024-11-15 14:19:41,43.00
2024-11-15 14:09:41,41.00
2024-11-15 13:59:41,44.00
2024-11-15 13:49:41,47.00
2024-11-15 13:39:41,47.00
2024-11-15 13:29:41,48.00
2024-11-15 13:19:41,48.00
2024-11-15 13:09:41,49.00
2024-11-15 12:59:41,53.00
2024-11-15 12:49:41,54.00
2024-11-15 12:39:41,58.00
2024-11-15 12:29:41,54.00
2024-11-15 12:19:41,52.00
2024-11-15 12:09:41,55.00
2024-11-15 11:59:41,61.00
2024-11-15 11:49:41,61.00
2024-11-15 11:39:41,62.00
2024-11-15 11:29:41,61.00
2024-11-15 11:19:41,59.00
2024-11-15 11:09:41,54.00
2024-11-15 10:59:41,55.00
2024-11-15 10:49:41,54.00
2024-11-15 10:39:41,54.00
2024-11-15 10:29:41,54.00
2024-11-15 10:19:41,54.00
2024-11-15 10:09:41,54.00
2024-11-15 9:59:41,54.00
2024-11-15 9:49:41,54.00
2024-11-15 9:39:41,54.00
2024-11-15 9:29:41,54.00
2024-11-15 9:19:41,54.00
2024-11-15 9:09:41,54.00
2024-11-15 8:59:41,54.00
2024-11-15 8:49:41,54.00
2024-11-15 8:39:41,54.00
2024-11-15 8:29:41,54.00
2024-11-15 8:19:41,54.00
2024-11-15 8:09:41,54.00
2024-11-15 7:59:41,53.00
2024-11-15 7:49:41,53.00
2024-11-15 7:39:41,53.00
2024-11-15 7:29:41,53.00
2024-11-15 7:19:41,53.00
2024-11-15 7:09:41,53.00
2024-11-15 6:59:41,53.00
2024-11-15 6:49:41,53.00
2024-11-15 6:39:41,53.00
2024-11-15 6:29:41,53.00
2024-11-15 6:19:41,53.00
2024-11-15 6:09:41,53.00
2024-11-15 5:59:41,53.00
2024-11-15 5:49:41,53.00
2024-11-15 5:39:41,52.00
2024-11-15 5:29:41,52.00
2024-11-15 5:19:41,52.00
2024-11-15 5:09:41,52.00
2024-11-15 4:59:41,52.00
2024-11-15 4:49:41,52.00
2024-11-15 4:39:41,51.00
2024-11-15 4:29:41,51.00
2024-11-15 4:19:41,51.00
2024-11-15 4:09:41,51.00
2024-11-15 3:59:41,50.00
2024-11-15 3:49:41,50.00
2024-11-15 3:39:41,50.00
2024-11-15 3:29:41,49.00
2024-11-15 3:19:41,49.00
2024-11-15 3:09:41,47.00
2024-11-15 2:59:41,52.00
2024-11-15 2:49:41,52.00
2024-11-15 2:39:41,52.00
2024-11-15 2:29:41,52.00
2024-11-15 2:19:41,52.00
2024-11-15 2:09:41,51.00
2024-11-15 1:59:41,50.00
2024-11-15 1:49:41,45.00
2024-11-15 1:39:41,40.00
2024-11-15 1:29:42,38.00
2024-11-15 1:19:41,42.00
2024-11-15 1:09:41,41.00
2024-11-15 0:59:41,40.00
2024-11-15 0:49:41,39.00
2024-11-15 0:39:41,39.00
2024-11-15 0:29:41,38.00
